images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,source domain,target domain,target modality,source modality
Image_(48).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,没有见过世面的人；乡下人,乡下人；狗,text,complementary
Image_(480).jpg,2(love),2(moderately),1(interactive),0(non-offensive),1,text dominant,我的,word,text,text
Image_(4800).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4801).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4802).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4803).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4804).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4805).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4806).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4807).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4808).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4809).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(481).jpg,1(happiness),3(very),3(entertaining),0(non-offensive),1,complementary,芒果,忙狗,image,text
Image_(4810).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4811).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4812).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4813).jpg,4(sorrow),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(4814).jpg,4(sorrow),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4815).jpg,4(sorrow),1(slightly),5(other),0(non-offensive),0,,,,,
Image_(4816).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4817).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4818).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4819).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(482).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),1,text dominant,拜托,百托,text,complementary
Image_(4820).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4821).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4822).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4823).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4824).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4825).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4826).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4827).jpg,5(fear),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4828).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4829).jpg,7(surprise),1(slightly),5(other),0(non-offensive),0,,,,,
Image_(483).jpg,2(love),3(very),2(expressive),0(non-offensive),1,complementary,喜,西,complementary,complementary
Image_(4830).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4831).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4832).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4833).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4834).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4835).jpg,4(sorrow),1(slightly),5(other),0(non-offensive),0,,,,,
Image_(4836).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4837).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4838).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4839).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(484).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,香蕉,拔娜娜,image,text
Image_(4840).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4841).jpg,6(hate),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4842).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4843).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4844).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4845).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4846).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4847).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4848).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4849).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(485).jpg,7(surprise),3(very),2(expressive),0(non-offensive),1,complementary,番茄,坨妈头,image,text
Image_(4850).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4851).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4852).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4853).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4854).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4855).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4856).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4857).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,为他人承受过错,背锅,text,text
Image_(4858).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4859).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(486).jpg,7(surprise),3(very),2(expressive),0(non-offensive),1,complementary,凭,苹,text,image
Image_(4860).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4861).jpg,3(anger),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4862).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4863).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4864).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4865).jpg,4(sorrow),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4866).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4867).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4868).jpg,3(anger),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4869).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(487).jpg,1(happiness),3(very),3(entertaining),0(non-offensive),1,complementary,葡萄,格瑞普,image,text
Image_(4870).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4871).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4872).jpg,6(hate),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4873).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4874).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4875).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4876).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4877).jpg,1(happiness),1(slightly),1(interactive),1(slightly),0,,,,,
Image_(4878).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4879).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(488).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),1,text dominant,呀,鸭,text,image
Image_(4880).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4881).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4882).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4883).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4884).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4885).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4886).jpg,6(hate),1(slightly),1(interactive),1(slightly),0,,,,,
Image_(4887).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4888).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4889).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(489).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,text dominant,是,系,text,text
Image_(4890).jpg,1(happiness),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(4891).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(4892).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(4893).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4894).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4895).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4896).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4897).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4898).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4899).jpg,1(happiness),3(very),4(offensive),2(moderately),0,,,,,
Image_(49).jpg,6(hate),2(moderately),4(offensive),2(moderately),1,text dominant,废物,five,text,text
Image_(490).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,text dominant,出来玩,粗奶丸,text,text
Image_(4900).jpg,5(fear),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4901).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4902).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4903).jpg,6(hate),1(slightly),4(offensive),2(moderately),0,,,,,
Image_(4904).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4905).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(4906).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4907).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4908).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(4909).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(491).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,text dominant,出来,粗来,text,text
Image_(4910).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4911).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4912).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4913).jpg,3(anger),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4914).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4915).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4916).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(4917).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4918).jpg,6(hate),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4919).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(492).jpg,3(anger),2(moderately),4(offensive),2(moderately),1,complementary,脚,jio,image,text
Image_(4920).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4921).jpg,6(hate),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4922).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4923).jpg,5(fear),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4924).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4925).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4926).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4927).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4928).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4929).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(493).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,complementary,喝,嚯,image,text
Image_(4930).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4931).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4932).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4933).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4934).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4935).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4936).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4937).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4938).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(4939).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(494).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,text dominant,吼,厚,text,text
Image_(4940).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4941).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4942).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4943).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4944).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4945).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4946).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4947).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4948).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4949).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(495).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),1,text dominant,虚假的友谊,塑料花友谊,text,text
Image_(4950).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(4951).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4952).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4953).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4954).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4955).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4956).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4957).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4958).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4959).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(496).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,猪,猫,text,image
Image_(4960).jpg,5(fear),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4961).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4962).jpg,3(anger),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4963).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4964).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4965).jpg,3(anger),3(very),4(offensive),2(moderately),0,,,,,
Image_(4966).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4967).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4968).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4969).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(497).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,流,6,image,text
Image_(4970).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4971).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4972).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4973).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4974).jpg,3(anger),3(very),4(offensive),3(very),0,,,,,
Image_(4975).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4976).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4977).jpg,7(surprise),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(4978).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4979).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(498).jpg,1(happiness),2(moderately),4(offensive),3(very),1,text dominant,脚,jio,text,text
Image_(4980).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(4981).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4982).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(4983).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4984).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4985).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4986).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4987).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(4988).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4989).jpg,5(fear),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(499).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,complementary,看看,康康,image,text
Image_(4990).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(4991).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4992).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4993).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4994).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(4995).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(4996).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(4997).jpg,6(hate),2(moderately),1(interactive),1(slightly),0,,,,,
Image_(4998).jpg,6(hate),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(4999).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,text dominant,说废话,王八念经,text,text
Image_(50).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),1,complementary,学习；我,狗；狗,text,image
Image_(500).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,text dominant,掌上明珠,掌上明猪,text,image
Image_(5000).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5001).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5002).jpg,4(sorrow),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5003).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5004).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5005).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5006).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5007).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5008).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5009).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(501).jpg,1(happiness),2(moderately),1(interactive),1(slightly),1,text dominant,特么,他妈,text,text
Image_(5010).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5011).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5012).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5013).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5014).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5015).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5016).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5017).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5018).jpg,1(happiness),2(moderately),3(entertaining),1(slightly),0,,,,,
Image_(5019).jpg,2(love),2(moderately),1(interactive),0(non-offensive),1,text dominant,脑袋,老戴,text,text
Image_(502).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,柠檬精,柠檬鲸,text,image
Image_(5020).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5021).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5022).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(5023).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5024).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5025).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5026).jpg,1(happiness),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5027).jpg,6(hate),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5028).jpg,2(love),2(moderately),1(interactive),0(non-offensive),1,complementary,难舍难分,楠舍楠分,image,text
Image_(5029).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(503).jpg,3(anger),2(moderately),2(expressive),1(slightly),1,text dominant,特么,他妈,text,text
Image_(5030).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5031).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5032).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(5033).jpg,1(happiness),3(very),3(entertaining),0(non-offensive),0,,,,,
Image_(5034).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5035).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5036).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5037).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5038).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5039).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(504).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),1,text dominant,什么,森么,text,text
Image_(5040).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5041).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5042).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5043).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5044).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5045).jpg,2(love),2(moderately),1(interactive),3(very),0,,,,,
Image_(5046).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5047).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5048).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5049).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(505).jpg,3(anger),2(moderately),4(offensive),3(very),1,complementary,杀,鲨,complementary,text
Image_(5050).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5051).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5052).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5053).jpg,3(anger),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(5054).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5055).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5056).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5057).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5058).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5059).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(506).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,未来,国家电网,text,image
Image_(5060).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5061).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5062).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5063).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5064).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5065).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5066).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5067).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5068).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5069).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(507).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,text dominant,责任；单身的人,锅；单身狗,text,text
Image_(5070).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5071).jpg,6(hate),2(moderately),4(offensive),3(very),0,,,,,
Image_(5072).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5073).jpg,3(anger),3(very),4(offensive),3(very),0,,,,,
Image_(5074).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5075).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5076).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5077).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5078).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5079).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(508).jpg,3(anger),2(moderately),1(interactive),1(slightly),1,text dominant,特么,他妈,text,text
